"clump","chrom","minBP","maxBP","variable","value","fisherLogP","Phenotype","DAP","Treatment","clumpCenter","Experiment"
21735,2,1250859,1250859,"water.amount.plus.cum_dry_19_fisherPclump",5.32096064650756e-06,5.27400995307825,"water.amount.plus.cum",19,"dry",1250859,"IB003toIB004"
22232,2,1252356,1252356,"water.amount.plus.cum_dry_19_fisherPclump",3.89902798490344e-06,5.40904364769339,"water.amount.plus.cum",19,"dry",1252356,"IB003toIB004"
34672,4,22699981,23195890,"water.amount.plus.cum_dry_19_fisherPclump",1.22989458072851e-06,5.91013211211342,"water.amount.plus.cum",19,"dry",22947936,"IB003toIB004"
35306,4,19741530,20224786,"water.amount.plus.cum_dry_19_fisherPclump",6.76401862464698e-06,5.16979520524782,"water.amount.plus.cum",19,"dry",19983158,"IB003toIB004"
42966,4,22178119,22178119,"water.amount.plus.cum_dry_19_fisherPclump",4.7336041662155e-06,5.32480806149266,"water.amount.plus.cum",19,"dry",22178119,"IB003toIB004"
45901,5,9324269,9753337,"water.amount.plus.cum_dry_19_fisherPclump",6.92108775864523e-06,5.15982564391721,"water.amount.plus.cum",19,"dry",9538803,"IB003toIB004"
34672,4,22699981,23195890,"water.amount.plus.cum_dry.over.wet_19_fisherPclump",5.78140349839224e-08,7.23796671908537,"water.amount.plus.cum",19,"dry.over.wet",22947936,"IB003toIB004"
84781,8,23056521,23056521,"water.amount.plus.cum_dry.over.wet_19_fisherPclump",8.50666091186714e-07,6.07024087847287,"water.amount.plus.cum",19,"dry.over.wet",23056521,"IB003toIB004"
475,1,24994102,25370087,"water.amount.plus.cum_wet_19_fisherPclump",4.80706837137009e-06,5.31811970081756,"water.amount.plus.cum",19,"wet",25182094,"IB003toIB004"
10253,2,2758017,2810612,"water.amount.plus.cum_wet_19_fisherPclump",2.41018323172575e-06,5.61794993937432,"water.amount.plus.cum",19,"wet",2784314,"IB003toIB004"
10262,2,2761465,2811835,"water.amount.plus.cum_wet_19_fisherPclump",4.17564507801286e-08,7.37927642265215,"water.amount.plus.cum",19,"wet",2786650,"IB003toIB004"
10319,2,2084026,2111935,"water.amount.plus.cum_wet_19_fisherPclump",2.25508536117191e-07,6.64683701423645,"water.amount.plus.cum",19,"wet",2097980,"IB003toIB004"
10412,2,2088219,2100268,"water.amount.plus.cum_wet_19_fisherPclump",3.29525753214717e-06,5.48211063860568,"water.amount.plus.cum",19,"wet",2094244,"IB003toIB004"
10584,2,1506493,1923679,"water.amount.plus.cum_wet_19_fisherPclump",8.85521878316822e-06,5.0528007043611,"water.amount.plus.cum",19,"wet",1715086,"IB003toIB004"
11543,2,8094115,8117156,"water.amount.plus.cum_wet_19_fisherPclump",7.65535925225154e-06,5.11603442382797,"water.amount.plus.cum",19,"wet",8105636,"IB003toIB004"
12635,2,9152866,9581945,"water.amount.plus.cum_wet_19_fisherPclump",5.23331943403091e-06,5.28122275576234,"water.amount.plus.cum",19,"wet",9367406,"IB003toIB004"
85582,9,48621694,48686300,"water.amount.plus.cum_wet_19_fisherPclump",9.05607519711906e-06,5.04305997997667,"water.amount.plus.cum",19,"wet",48653997,"IB003toIB004"
85816,9,5043509,5046715,"water.amount.plus.cum_wet_19_fisherPclump",2.50471523443543e-08,7.60124164270824,"water.amount.plus.cum",19,"wet",5045112,"IB003toIB004"
86659,9,5039447,5045346,"water.amount.plus.cum_wet_19_fisherPclump",8.84729955446216e-06,5.0531892680097,"water.amount.plus.cum",19,"wet",5042396,"IB003toIB004"
54745,6,3718181,3960459,"water.amount.plus.cum_dry_20_fisherPclump",7.64984452469154e-06,5.11634739135026,"water.amount.plus.cum",20,"dry",3839320,"IB003toIB004"
54835,6,3932788,3933890,"water.amount.plus.cum_dry_20_fisherPclump",1.73713352154686e-06,5.76016679902993,"water.amount.plus.cum",20,"dry",3933339,"IB003toIB004"
54875,6,3976230,3983525,"water.amount.plus.cum_dry_20_fisherPclump",6.88926026956551e-06,5.16182740771397,"water.amount.plus.cum",20,"dry",3979878,"IB003toIB004"
76501,8,20828906,20983723,"water.amount.plus.cum_dry.over.wet_20_fisherPclump",6.98660710336871e-06,5.15573367890634,"water.amount.plus.cum",20,"dry.over.wet",20906314,"IB003toIB004"
81268,8,13273287,13422724,"water.amount.plus.cum_dry.over.wet_20_fisherPclump",6.8239406894271e-06,5.16596475651323,"water.amount.plus.cum",20,"dry.over.wet",13348006,"IB003toIB004"
81878,8,20982710,20982710,"water.amount.plus.cum_dry.over.wet_20_fisherPclump",2.51242850966164e-06,5.59990628710426,"water.amount.plus.cum",20,"dry.over.wet",20982710,"IB003toIB004"
10349,2,4148379,4150063,"water.amount.plus.cum_wet_20_fisherPclump",6.0684821849031e-10,9.21691991866928,"water.amount.plus.cum",20,"wet",4149221,"IB003toIB004"
10764,2,4149890,4149920,"water.amount.plus.cum_wet_20_fisherPclump",1.21128673194627e-07,6.91675303987745,"water.amount.plus.cum",20,"wet",4149905,"IB003toIB004"
10833,2,4149351,4149351,"water.amount.plus.cum_wet_20_fisherPclump",9.03702589019419e-06,5.04397447350638,"water.amount.plus.cum",20,"wet",4149351,"IB003toIB004"
11607,2,4148177,4148202,"water.amount.plus.cum_wet_20_fisherPclump",2.72387075849972e-06,5.56481350256027,"water.amount.plus.cum",20,"wet",4148190,"IB003toIB004"
24051,3,8819615,8836350,"water.amount.plus.cum_wet_20_fisherPclump",2.08121162893091e-06,5.68168375611522,"water.amount.plus.cum",20,"wet",8827982,"IB003toIB004"
34593,4,32785069,32785401,"water.amount.plus.cum_wet_20_fisherPclump",9.92187153875143e-06,5.00340640019568,"water.amount.plus.cum",20,"wet",32785235,"IB003toIB004"
36915,4,6835024,6835024,"water.amount.plus.cum_wet_20_fisherPclump",9.16241352428016e-06,5.0379901112436,"water.amount.plus.cum",20,"wet",6835024,"IB003toIB004"
44829,5,38338630,38553735,"water.amount.plus.cum_wet_20_fisherPclump",8.66268511157443e-06,5.06234747190956,"water.amount.plus.cum",20,"wet",38446182,"IB003toIB004"
54745,6,3718181,3960459,"water.amount.plus.cum_wet_20_fisherPclump",8.9156867375923e-06,5.04984519933549,"water.amount.plus.cum",20,"wet",3839320,"IB003toIB004"
85816,9,5043509,5046715,"water.amount.plus.cum_wet_20_fisherPclump",2.0611001269308e-06,5.68590090995912,"water.amount.plus.cum",20,"wet",5045112,"IB003toIB004"
11044,2,936029,936037,"water.amount.plus.cum_dry_21_fisherPclump",4.48940025725752e-06,5.34781167288548,"water.amount.plus.cum",21,"dry",936033,"IB003toIB004"
15978,2,1191883,1250532,"water.amount.plus.cum_dry_21_fisherPclump",1.5091952314825e-08,7.82125457568421,"water.amount.plus.cum",21,"dry",1221208,"IB003toIB004"
16334,2,1058476,1215663,"water.amount.plus.cum_dry_21_fisherPclump",6.7314753691015e-06,5.17188973898005,"water.amount.plus.cum",21,"dry",1137070,"IB003toIB004"
16987,2,1250743,1323026,"water.amount.plus.cum_dry_21_fisherPclump",1.89016618220162e-06,5.72350001125511,"water.amount.plus.cum",21,"dry",1286884,"IB003toIB004"
17078,2,1251711,1251711,"water.amount.plus.cum_dry_21_fisherPclump",9.38525556223421e-08,7.02755389696304,"water.amount.plus.cum",21,"dry",1251711,"IB003toIB004"
18641,2,1044309,1194701,"water.amount.plus.cum_dry_21_fisherPclump",6.15031737616836e-06,5.2111024726535,"water.amount.plus.cum",21,"dry",1119505,"IB003toIB004"
19687,2,1048702,1049243,"water.amount.plus.cum_dry_21_fisherPclump",2.45424394032959e-06,5.61008227263028,"water.amount.plus.cum",21,"dry",1048972,"IB003toIB004"
20146,2,1048446,1048494,"water.amount.plus.cum_dry_21_fisherPclump",7.32658553353022e-06,5.13509837589541,"water.amount.plus.cum",21,"dry",1048470,"IB003toIB004"
20957,2,1195436,1227838,"water.amount.plus.cum_dry_21_fisherPclump",1.06585702433122e-06,5.97230104831927,"water.amount.plus.cum",21,"dry",1211637,"IB003toIB004"
23047,3,48058247,48058247,"water.amount.plus.cum_dry_21_fisherPclump",7.92275843899784e-06,5.10112358529638,"water.amount.plus.cum",21,"dry",48058247,"IB003toIB004"
46354,5,44849814,44944765,"water.amount.plus.cum_dry_21_fisherPclump",4.10227787157815e-06,5.3869749256337,"water.amount.plus.cum",21,"dry",44897290,"IB003toIB004"
73911,8,34987411,35151502,"water.amount.plus.cum_dry_21_fisherPclump",9.67732522061304e-06,5.01424466360588,"water.amount.plus.cum",21,"dry",35069456,"IB003toIB004"
94,1,492059,902866,"water.amount.plus.cum_wet_21_fisherPclump",3.05575458088603e-06,5.51488152851484,"water.amount.plus.cum",21,"wet",697462,"IB003toIB004"
245,1,550849,667986,"water.amount.plus.cum_wet_21_fisherPclump",5.31998419329472e-06,5.27408965807621,"water.amount.plus.cum",21,"wet",609418,"IB003toIB004"
1102,1,600158,619583,"water.amount.plus.cum_wet_21_fisherPclump",7.49206907438287e-06,5.12539822722779,"water.amount.plus.cum",21,"wet",609870,"IB003toIB004"
10269,2,2100968,2113198,"water.amount.plus.cum_wet_21_fisherPclump",5.45813575649344e-06,5.26295566662091,"water.amount.plus.cum",21,"wet",2107083,"IB003toIB004"
10319,2,2084026,2111935,"water.amount.plus.cum_wet_21_fisherPclump",8.516253536493e-07,6.06975141770567,"water.amount.plus.cum",21,"wet",2097980,"IB003toIB004"
10349,2,4148379,4150063,"water.amount.plus.cum_wet_21_fisherPclump",1.27888452423219e-06,5.89316866799424,"water.amount.plus.cum",21,"wet",4149221,"IB003toIB004"
10418,2,2084577,2268442,"water.amount.plus.cum_wet_21_fisherPclump",5.95989723948617e-06,5.22476122829816,"water.amount.plus.cum",21,"wet",2176510,"IB003toIB004"
10583,2,2084112,2332088,"water.amount.plus.cum_wet_21_fisherPclump",3.2870515612026e-06,5.48319348345408,"water.amount.plus.cum",21,"wet",2208100,"IB003toIB004"
10764,2,4149890,4149920,"water.amount.plus.cum_wet_21_fisherPclump",8.40258342962589e-06,5.07558716670778,"water.amount.plus.cum",21,"wet",4149905,"IB003toIB004"
10769,2,2062550,2229852,"water.amount.plus.cum_wet_21_fisherPclump",6.35034143497843e-06,5.19720292363075,"water.amount.plus.cum",21,"wet",2146201,"IB003toIB004"
44711,5,37455227,37896854,"water.amount.plus.cum_wet_21_fisherPclump",2.09661628666182e-06,5.67848104489648,"water.amount.plus.cum",21,"wet",37676040,"IB003toIB004"
45147,5,37698641,38082278,"water.amount.plus.cum_wet_21_fisherPclump",6.46759368374143e-06,5.18925727176685,"water.amount.plus.cum",21,"wet",37890460,"IB003toIB004"
45435,5,37308060,37538790,"water.amount.plus.cum_wet_21_fisherPclump",7.29642351494773e-06,5.13688996567928,"water.amount.plus.cum",21,"wet",37423425,"IB003toIB004"
45607,5,37258101,37507946,"water.amount.plus.cum_wet_21_fisherPclump",6.04409961216448e-06,5.21866838671275,"water.amount.plus.cum",21,"wet",37383024,"IB003toIB004"
55263,6,34969119,34975821,"water.amount.plus.cum_wet_21_fisherPclump",5.75641486992564e-06,5.23984791361894,"water.amount.plus.cum",21,"wet",34972470,"IB003toIB004"
85816,9,5043509,5046715,"water.amount.plus.cum_wet_21_fisherPclump",1.16540675375148e-09,8.93352246942032,"water.amount.plus.cum",21,"wet",5045112,"IB003toIB004"
86189,9,5036528,5046905,"water.amount.plus.cum_wet_21_fisherPclump",5.29643962726235e-06,5.27601597376284,"water.amount.plus.cum",21,"wet",5041716,"IB003toIB004"
86659,9,5039447,5045346,"water.amount.plus.cum_wet_21_fisherPclump",7.4742791345784e-07,6.12643068701309,"water.amount.plus.cum",21,"wet",5042396,"IB003toIB004"
87211,9,5037456,5042699,"water.amount.plus.cum_wet_21_fisherPclump",2.15578019103611e-06,5.66639552302458,"water.amount.plus.cum",21,"wet",5040078,"IB003toIB004"
36086,4,29754681,29755236,"water.amount.plus.cum_dry_22_fisherPclump",7.96651665655085e-06,5.09873153149273,"water.amount.plus.cum",22,"dry",29754958,"IB003toIB004"
10574,2,19272390,19770028,"water.amount.plus.cum_dry.over.wet_22_fisherPclump",1.94660756704979e-06,5.71072159272393,"water.amount.plus.cum",22,"dry.over.wet",19521209,"IB003toIB004"
11136,2,16159791,16537849,"water.amount.plus.cum_dry.over.wet_22_fisherPclump",9.89482994126629e-06,5.00459166544994,"water.amount.plus.cum",22,"dry.over.wet",16348820,"IB003toIB004"
23004,3,34132757,34579940,"water.amount.plus.cum_dry.over.wet_22_fisherPclump",6.49636956880253e-06,5.18732927669696,"water.amount.plus.cum",22,"dry.over.wet",34356348,"IB003toIB004"
26663,3,32418993,32614358,"water.amount.plus.cum_dry.over.wet_22_fisherPclump",8.07027038227387e-06,5.09311191465061,"water.amount.plus.cum",22,"dry.over.wet",32516676,"IB003toIB004"
28388,3,34696190,34816760,"water.amount.plus.cum_dry.over.wet_22_fisherPclump",4.4838412634518e-06,5.34834977065941,"water.amount.plus.cum",22,"dry.over.wet",34756475,"IB003toIB004"
34880,4,17418831,17909414,"water.amount.plus.cum_dry.over.wet_22_fisherPclump",2.74868712642798e-06,5.56087469158574,"water.amount.plus.cum",22,"dry.over.wet",17664122,"IB003toIB004"
35102,4,18672985,19168222,"water.amount.plus.cum_dry.over.wet_22_fisherPclump",1.89772010940369e-11,10.7217678403308,"water.amount.plus.cum",22,"dry.over.wet",18920604,"IB003toIB004"
35423,4,19840427,20334548,"water.amount.plus.cum_dry.over.wet_22_fisherPclump",2.70273807171951e-09,8.56819604069372,"water.amount.plus.cum",22,"dry.over.wet",20087488,"IB003toIB004"
37187,4,18872975,19096418,"water.amount.plus.cum_dry.over.wet_22_fisherPclump",1.18656543227722e-06,5.92570830793682,"water.amount.plus.cum",22,"dry.over.wet",18984696,"IB003toIB004"
54599,6,29188821,29189676,"water.amount.plus.cum_dry.over.wet_22_fisherPclump",6.25992072483047e-07,6.2034311666277,"water.amount.plus.cum",22,"dry.over.wet",29189248,"IB003toIB004"
55416,6,35674929,35674929,"water.amount.plus.cum_dry.over.wet_22_fisherPclump",2.83264256240129e-07,6.54780822356301,"water.amount.plus.cum",22,"dry.over.wet",35674929,"IB003toIB004"
65035,7,20729599,20740371,"water.amount.plus.cum_dry.over.wet_22_fisherPclump",4.25455772679718e-06,5.37114557936191,"water.amount.plus.cum",22,"dry.over.wet",20734985,"IB003toIB004"
86598,9,651632,651632,"water.amount.plus.cum_dry.over.wet_22_fisherPclump",8.41019776325041e-06,5.07519379177895,"water.amount.plus.cum",22,"dry.over.wet",651632,"IB003toIB004"
88744,9,23765745,24260654,"water.amount.plus.cum_dry.over.wet_22_fisherPclump",7.74397069484037e-06,5.11103629917761,"water.amount.plus.cum",22,"dry.over.wet",24013200,"IB003toIB004"
10300,2,4125399,4173703,"water.amount.plus.cum_wet_22_fisherPclump",2.84614961396211e-06,5.54574227403026,"water.amount.plus.cum",22,"wet",4149551,"IB003toIB004"
10349,2,4148379,4150063,"water.amount.plus.cum_wet_22_fisherPclump",5.55300061744124e-10,9.25547227823798,"water.amount.plus.cum",22,"wet",4149221,"IB003toIB004"
10764,2,4149890,4149920,"water.amount.plus.cum_wet_22_fisherPclump",6.1687368204541e-08,7.20980375785825,"water.amount.plus.cum",22,"wet",4149905,"IB003toIB004"
10833,2,4149351,4149351,"water.amount.plus.cum_wet_22_fisherPclump",6.21068641327117e-06,5.20686039837062,"water.amount.plus.cum",22,"wet",4149351,"IB003toIB004"
11047,2,4148500,4148500,"water.amount.plus.cum_wet_22_fisherPclump",3.00140669562763e-06,5.52267515295908,"water.amount.plus.cum",22,"wet",4148500,"IB003toIB004"
11607,2,4148177,4148202,"water.amount.plus.cum_wet_22_fisherPclump",5.42483208340519e-06,5.26561370012997,"water.amount.plus.cum",22,"wet",4148190,"IB003toIB004"
24051,3,8819615,8836350,"water.amount.plus.cum_wet_22_fisherPclump",8.74374224596754e-07,6.05830265330034,"water.amount.plus.cum",22,"wet",8827982,"IB003toIB004"
44703,5,36999469,37242736,"water.amount.plus.cum_wet_22_fisherPclump",8.30133483280259e-06,5.08085206859863,"water.amount.plus.cum",22,"wet",37121102,"IB003toIB004"
44741,5,37316432,37809798,"water.amount.plus.cum_wet_22_fisherPclump",2.5273363309034e-06,5.59733695953005,"water.amount.plus.cum",22,"wet",37563115,"IB003toIB004"
44829,5,38338630,38553735,"water.amount.plus.cum_wet_22_fisherPclump",2.53694747459102e-06,5.59568852439491,"water.amount.plus.cum",22,"wet",38446182,"IB003toIB004"
44949,5,38294945,38601510,"water.amount.plus.cum_wet_22_fisherPclump",9.71366697497708e-06,5.01261679003418,"water.amount.plus.cum",22,"wet",38448228,"IB003toIB004"
44995,5,32610318,32999328,"water.amount.plus.cum_wet_22_fisherPclump",2.92157953006089e-06,5.53438228700339,"water.amount.plus.cum",22,"wet",32804823,"IB003toIB004"
45607,5,37258101,37507946,"water.amount.plus.cum_wet_22_fisherPclump",6.00741364207309e-06,5.22131246356038,"water.amount.plus.cum",22,"wet",37383024,"IB003toIB004"
54745,6,3718181,3960459,"water.amount.plus.cum_wet_22_fisherPclump",6.49810468397133e-06,5.18721329648367,"water.amount.plus.cum",22,"wet",3839320,"IB003toIB004"
77420,8,26881517,26881581,"water.amount.plus.cum_wet_22_fisherPclump",3.50916666349311e-06,5.45479600502012,"water.amount.plus.cum",22,"wet",26881549,"IB003toIB004"
86242,9,31987366,32204340,"water.amount.plus.cum_wet_22_fisherPclump",3.62201877868706e-06,5.44104930237673,"water.amount.plus.cum",22,"wet",32095853,"IB003toIB004"
13893,2,12128246,12490582,"water.amount.plus.cum_dry_23_fisherPclump",9.18270453065825e-06,5.03702938963151,"water.amount.plus.cum",23,"dry",12309414,"IB003toIB004"
15978,2,1191883,1250532,"water.amount.plus.cum_dry_23_fisherPclump",3.50387034058063e-07,6.45545197311247,"water.amount.plus.cum",23,"dry",1221208,"IB003toIB004"
17078,2,1251711,1251711,"water.amount.plus.cum_dry_23_fisherPclump",6.21397543952365e-06,5.20663046760831,"water.amount.plus.cum",23,"dry",1251711,"IB003toIB004"
18641,2,1044309,1194701,"water.amount.plus.cum_dry_23_fisherPclump",1.90270019940841e-06,5.72062963630559,"water.amount.plus.cum",23,"dry",1119505,"IB003toIB004"
19328,2,12124165,12152202,"water.amount.plus.cum_dry_23_fisherPclump",6.29222555692637e-06,5.20119571764877,"water.amount.plus.cum",23,"dry",12138184,"IB003toIB004"
23047,3,48058247,48058247,"water.amount.plus.cum_dry_23_fisherPclump",2.85109118026183e-06,5.54498889337053,"water.amount.plus.cum",23,"dry",48058247,"IB003toIB004"
26854,3,47890613,47951087,"water.amount.plus.cum_dry_23_fisherPclump",3.79882928956756e-06,5.42035022217694,"water.amount.plus.cum",23,"dry",47920850,"IB003toIB004"
35200,4,32780875,33178260,"water.amount.plus.cum_dry_23_fisherPclump",8.36877317572232e-06,5.07733820294645,"water.amount.plus.cum",23,"dry",32979568,"IB003toIB004"
35573,4,32900835,33383266,"water.amount.plus.cum_dry_23_fisherPclump",8.60118721068379e-06,5.0654415995165,"water.amount.plus.cum",23,"dry",33142050,"IB003toIB004"
57156,6,30119582,30119582,"water.amount.plus.cum_dry.over.wet_23_fisherPclump",9.70432061269936e-08,7.01303486362273,"water.amount.plus.cum",23,"dry.over.wet",30119582,"IB003toIB004"
4,1,347369,510740,"water.amount.plus.cum_wet_23_fisherPclump",8.10022555836619e-06,5.09150288761642,"water.amount.plus.cum",23,"wet",429054,"IB003toIB004"
18,1,680811,693144,"water.amount.plus.cum_wet_23_fisherPclump",2.29277033426849e-06,5.63963944616639,"water.amount.plus.cum",23,"wet",686978,"IB003toIB004"
76,1,532241,701010,"water.amount.plus.cum_wet_23_fisherPclump",3.1797278934548e-06,5.4976100433575,"water.amount.plus.cum",23,"wet",616626,"IB003toIB004"
86,1,522889,744218,"water.amount.plus.cum_wet_23_fisherPclump",4.08219585651092e-07,6.38910616244175,"water.amount.plus.cum",23,"wet",633554,"IB003toIB004"
88,1,668473,712355,"water.amount.plus.cum_wet_23_fisherPclump",3.12391410425737e-06,5.50530091607512,"water.amount.plus.cum",23,"wet",690414,"IB003toIB004"
94,1,492059,902866,"water.amount.plus.cum_wet_23_fisherPclump",4.38890154586005e-07,6.35764416136721,"water.amount.plus.cum",23,"wet",697462,"IB003toIB004"
106,1,554447,554447,"water.amount.plus.cum_wet_23_fisherPclump",2.30008621829853e-06,5.63825588423046,"water.amount.plus.cum",23,"wet",554447,"IB003toIB004"
155,1,474750,744575,"water.amount.plus.cum_wet_23_fisherPclump",3.61458989024094e-06,5.4419409704328,"water.amount.plus.cum",23,"wet",609662,"IB003toIB004"
245,1,550849,667986,"water.amount.plus.cum_wet_23_fisherPclump",1.04602804531338e-06,5.98045667133723,"water.amount.plus.cum",23,"wet",609418,"IB003toIB004"
