"clump","chrom","minBP","maxBP","variable","value","fisherLogP","Phenotype","DAP","Treatment","Experiment","clumpCenter"
28778,5,5897146,5928214,"avg.sv.height_wet_15_fisherPclump",8.82093683380129e-08,7.05448528786772,"avg.sv.height",15,"wet","IB005toIB008",5912680
28781,5,5818942,5908513,"avg.sv.height_wet_15_fisherPclump",9.94389336981478e-10,9.00244354136051,"avg.sv.height",15,"wet","IB005toIB008",5863728
28782,5,5894348,5909364,"avg.sv.height_wet_15_fisherPclump",5.81279519670972e-09,8.23561497835201,"avg.sv.height",15,"wet","IB005toIB008",5901856
36282,6,7741182,7805516,"avg.sv.height_wet_15_fisherPclump",1.50533571078532e-08,7.82236663556319,"avg.sv.height",15,"wet","IB005toIB008",7773349
36285,6,6620869,6665010,"avg.sv.height_wet_15_fisherPclump",2.23461050731702e-08,7.65079816347787,"avg.sv.height",15,"wet","IB005toIB008",6642940
36286,6,29050719,29236430,"avg.sv.height_wet_15_fisherPclump",1.1094130342295e-08,7.95490673600478,"avg.sv.height",15,"wet","IB005toIB008",29143574
58608,9,53627713,53641195,"avg.sv.height_wet_15_fisherPclump",9.95438834807307e-08,7.00198542023905,"avg.sv.height",15,"wet","IB005toIB008",53634454
58623,9,53143370,53190731,"avg.sv.height_wet_15_fisherPclump",9.5098817723783e-08,7.02182488221326,"avg.sv.height",15,"wet","IB005toIB008",53167050
58628,9,53149634,53150395,"avg.sv.height_wet_15_fisherPclump",4.4535193031276e-08,7.35129666095833,"avg.sv.height",15,"wet","IB005toIB008",53150014
58659,9,12180020,12180020,"avg.sv.height_wet_15_fisherPclump",5.15061981718971e-09,8.28814050552423,"avg.sv.height",15,"wet","IB005toIB008",12180020
7227,2,178348,400138,"avg.sv.height_dry_16_fisherPclump",5.73068884417917e-09,8.24179317153258,"avg.sv.height",16,"dry","IB005toIB008",289243
7230,2,405722,405722,"avg.sv.height_dry_16_fisherPclump",1.61830842876002e-08,7.79093870389602,"avg.sv.height",16,"dry","IB005toIB008",405722
7236,2,396394,514157,"avg.sv.height_dry_16_fisherPclump",9.52505618725492e-08,7.02113245378958,"avg.sv.height",16,"dry","IB005toIB008",455276
7280,2,319333,413724,"avg.sv.height_dry_16_fisherPclump",6.51515329426397e-08,7.18607536136817,"avg.sv.height",16,"dry","IB005toIB008",366528
15744,3,11787864,12159745,"avg.sv.height_dry_16_fisherPclump",3.18617229298848e-08,7.49673074332741,"avg.sv.height",16,"dry","IB005toIB008",11973804
1,1,11078173,11078575,"avg.sv.height_wet_16_fisherPclump",7.59453110237875e-08,7.11949903495931,"avg.sv.height",16,"wet","IB005toIB008",11078374
4,1,25258246,25390855,"avg.sv.height_wet_16_fisherPclump",1.43481401744293e-08,7.84320438912711,"avg.sv.height",16,"wet","IB005toIB008",25324550
7,1,9968163,10103706,"avg.sv.height_wet_16_fisherPclump",5.63002613116582e-08,7.24948958941246,"avg.sv.height",16,"wet","IB005toIB008",10035934
25,1,25076312,25076446,"avg.sv.height_wet_16_fisherPclump",9.75504149061117e-08,7.01077087910338,"avg.sv.height",16,"wet","IB005toIB008",25076379
27,1,40623891,40624509,"avg.sv.height_wet_16_fisherPclump",2.67787827808382e-09,8.57220916756223,"avg.sv.height",16,"wet","IB005toIB008",40624200
39,1,14188681,14374252,"avg.sv.height_wet_16_fisherPclump",1.26400565055873e-08,7.89825098459715,"avg.sv.height",16,"wet","IB005toIB008",14281466
47,1,40435485,40436149,"avg.sv.height_wet_16_fisherPclump",6.50471962948065e-08,7.18677141793307,"avg.sv.height",16,"wet","IB005toIB008",40435817
7227,2,178348,400138,"avg.sv.height_wet_16_fisherPclump",1.82374392505709e-17,16.7390361417434,"avg.sv.height",16,"wet","IB005toIB008",289243
7228,2,777852,777852,"avg.sv.height_wet_16_fisherPclump",2.05614851153943e-12,11.6869455203126,"avg.sv.height",16,"wet","IB005toIB008",777852
7229,2,779121,779121,"avg.sv.height_wet_16_fisherPclump",4.39715565242803e-15,14.3568281607633,"avg.sv.height",16,"wet","IB005toIB008",779121
7230,2,405722,405722,"avg.sv.height_wet_16_fisherPclump",3.14657628156368e-12,11.5021617353099,"avg.sv.height",16,"wet","IB005toIB008",405722
7231,2,781006,781052,"avg.sv.height_wet_16_fisherPclump",9.59704837903516e-11,10.017862315898,"avg.sv.height",16,"wet","IB005toIB008",781029
7233,2,558691,560740,"avg.sv.height_wet_16_fisherPclump",8.60791552626279e-10,9.06510200360356,"avg.sv.height",16,"wet","IB005toIB008",559716
7242,2,3035081,3332192,"avg.sv.height_wet_16_fisherPclump",3.75237291677819e-08,7.42569400727298,"avg.sv.height",16,"wet","IB005toIB008",3183636
15753,3,37233069,37236396,"avg.sv.height_wet_16_fisherPclump",1.7630358233155e-08,7.75373886313449,"avg.sv.height",16,"wet","IB005toIB008",37234732
28778,5,5897146,5928214,"avg.sv.height_wet_16_fisherPclump",4.91791248346314e-10,9.30821920400056,"avg.sv.height",16,"wet","IB005toIB008",5912680
28780,5,42981386,43394588,"avg.sv.height_wet_16_fisherPclump",2.76752648705894e-08,7.55790821394391,"avg.sv.height",16,"wet","IB005toIB008",43187987
28781,5,5818942,5908513,"avg.sv.height_wet_16_fisherPclump",1.76382299346627e-09,8.75354500016677,"avg.sv.height",16,"wet","IB005toIB008",5863728
28782,5,5894348,5909364,"avg.sv.height_wet_16_fisherPclump",8.03540066047196e-10,9.09499246360581,"avg.sv.height",16,"wet","IB005toIB008",5901856
28783,5,34904601,34945293,"avg.sv.height_wet_16_fisherPclump",2.54924779226125e-10,9.59358794813946,"avg.sv.height",16,"wet","IB005toIB008",34924947
28784,5,5818751,5924900,"avg.sv.height_wet_16_fisherPclump",2.29177858483709e-09,8.63982734308703,"avg.sv.height",16,"wet","IB005toIB008",5871826
28791,5,5818671,5818671,"avg.sv.height_wet_16_fisherPclump",6.43196218191353e-09,8.19165651777866,"avg.sv.height",16,"wet","IB005toIB008",5818671
28797,5,5818868,5927881,"avg.sv.height_wet_16_fisherPclump",3.28722222946075e-08,7.48317093486997,"avg.sv.height",16,"wet","IB005toIB008",5873374
36282,6,7741182,7805516,"avg.sv.height_wet_16_fisherPclump",5.86793351281092e-09,8.23151481561657,"avg.sv.height",16,"wet","IB005toIB008",7773349
36284,6,7727370,7820525,"avg.sv.height_wet_16_fisherPclump",9.82117598670554e-08,7.00783650671827,"avg.sv.height",16,"wet","IB005toIB008",7773948
36285,6,6620869,6665010,"avg.sv.height_wet_16_fisherPclump",1.18248154321977e-09,8.92720562922893,"avg.sv.height",16,"wet","IB005toIB008",6642940
36286,6,29050719,29236430,"avg.sv.height_wet_16_fisherPclump",5.44617014712522e-09,8.26390879472516,"avg.sv.height",16,"wet","IB005toIB008",29143574
42921,7,15664795,15664795,"avg.sv.height_wet_16_fisherPclump",1.13944632963072e-09,8.94330612620467,"avg.sv.height",16,"wet","IB005toIB008",15664795
42922,7,22801533,22933927,"avg.sv.height_wet_16_fisherPclump",2.06931671871286e-08,7.68417303342199,"avg.sv.height",16,"wet","IB005toIB008",22867730
42923,7,15858050,15860537,"avg.sv.height_wet_16_fisherPclump",1.57327063084739e-08,7.80319656448788,"avg.sv.height",16,"wet","IB005toIB008",15859294
15741,3,31667356,32076989,"avg.sv.height_dry_17_fisherPclump",3.92807294502278e-08,7.40582045588338,"avg.sv.height",17,"dry","IB005toIB008",31872172
15744,3,11787864,12159745,"avg.sv.height_dry_17_fisherPclump",1.54285906598661e-08,7.81167374319138,"avg.sv.height",17,"dry","IB005toIB008",11973804
15748,3,32157143,32414159,"avg.sv.height_dry_17_fisherPclump",2.14075920944927e-08,7.66943217898695,"avg.sv.height",17,"dry","IB005toIB008",32285651
15813,3,31874575,31874625,"avg.sv.height_dry_17_fisherPclump",8.01371171652926e-08,7.09616628483475,"avg.sv.height",17,"dry","IB005toIB008",31874600
36323,6,7669722,7831605,"avg.sv.height_dry_17_fisherPclump",6.06803345398762e-08,7.21695203354744,"avg.sv.height",17,"dry","IB005toIB008",7750664
1,1,11078173,11078575,"avg.sv.height_wet_17_fisherPclump",4.78679245312978e-09,8.31995540235188,"avg.sv.height",17,"wet","IB005toIB008",11078374
2,1,36857159,36882473,"avg.sv.height_wet_17_fisherPclump",7.35058651998145e-08,7.1336780061908,"avg.sv.height",17,"wet","IB005toIB008",36869816
39,1,14188681,14374252,"avg.sv.height_wet_17_fisherPclump",1.63233939009997e-10,9.78718953925641,"avg.sv.height",17,"wet","IB005toIB008",14281466
7227,2,178348,400138,"avg.sv.height_wet_17_fisherPclump",7.99493063247517e-17,16.0971853000308,"avg.sv.height",17,"wet","IB005toIB008",289243
7228,2,777852,777852,"avg.sv.height_wet_17_fisherPclump",4.99453430510285e-11,10.3015049995607,"avg.sv.height",17,"wet","IB005toIB008",777852
7229,2,779121,779121,"avg.sv.height_wet_17_fisherPclump",9.34064397832729e-13,12.0296231808799,"avg.sv.height",17,"wet","IB005toIB008",779121
7230,2,405722,405722,"avg.sv.height_wet_17_fisherPclump",2.55249037573221e-11,10.5930358867628,"avg.sv.height",17,"wet","IB005toIB008",405722
7231,2,781006,781052,"avg.sv.height_wet_17_fisherPclump",3.53625829366412e-12,11.4514560209734,"avg.sv.height",17,"wet","IB005toIB008",781029
7233,2,558691,560740,"avg.sv.height_wet_17_fisherPclump",7.19089549384086e-10,9.14321702285537,"avg.sv.height",17,"wet","IB005toIB008",559716
7234,2,3353375,3353375,"avg.sv.height_wet_17_fisherPclump",1.06574096557549e-08,7.97234834023593,"avg.sv.height",17,"wet","IB005toIB008",3353375
7237,2,3342689,3491385,"avg.sv.height_wet_17_fisherPclump",2.20240233792568e-10,9.65710334059598,"avg.sv.height",17,"wet","IB005toIB008",3417037
7239,2,4239020,4302226,"avg.sv.height_wet_17_fisherPclump",1.71848180921746e-10,9.76485506067444,"avg.sv.height",17,"wet","IB005toIB008",4270623
7240,2,4254050,4357786,"avg.sv.height_wet_17_fisherPclump",1.51339311987903e-09,8.82004824473436,"avg.sv.height",17,"wet","IB005toIB008",4305918
7241,2,3553828,3553828,"avg.sv.height_wet_17_fisherPclump",1.87793588189326e-09,8.72631923987359,"avg.sv.height",17,"wet","IB005toIB008",3553828
7242,2,3035081,3332192,"avg.sv.height_wet_17_fisherPclump",6.31406254087428e-09,8.19969112072982,"avg.sv.height",17,"wet","IB005toIB008",3183636
7243,2,4698367,4731109,"avg.sv.height_wet_17_fisherPclump",1.72322893065795e-08,7.76365702277425,"avg.sv.height",17,"wet","IB005toIB008",4714738
7247,2,2039923,2040594,"avg.sv.height_wet_17_fisherPclump",5.06149792793792e-08,7.29572093660571,"avg.sv.height",17,"wet","IB005toIB008",2040258
7249,2,4607371,4821354,"avg.sv.height_wet_17_fisherPclump",5.44111551839475e-09,8.26431205364402,"avg.sv.height",17,"wet","IB005toIB008",4714362
7251,2,2983716,3363635,"avg.sv.height_wet_17_fisherPclump",4.02884664987366e-08,7.39481926286259,"avg.sv.height",17,"wet","IB005toIB008",3173676
7258,2,5141527,5147243,"avg.sv.height_wet_17_fisherPclump",3.28888032410576e-10,9.48295192935289,"avg.sv.height",17,"wet","IB005toIB008",5144385
7265,2,3485589,3485763,"avg.sv.height_wet_17_fisherPclump",2.97091302536976e-08,7.52711006214951,"avg.sv.height",17,"wet","IB005toIB008",3485676
7279,2,1366113,1509505,"avg.sv.height_wet_17_fisherPclump",5.15340277760835e-08,7.28790591279669,"avg.sv.height",17,"wet","IB005toIB008",1437809
7322,2,4196207,4387099,"avg.sv.height_wet_17_fisherPclump",1.73461752813572e-08,7.76079626942145,"avg.sv.height",17,"wet","IB005toIB008",4291653
7335,2,4607639,4633060,"avg.sv.height_wet_17_fisherPclump",2.86431231508098e-08,7.54297962975757,"avg.sv.height",17,"wet","IB005toIB008",4620350
7429,2,4243112,4243112,"avg.sv.height_wet_17_fisherPclump",3.4172799702027e-08,7.46631943895564,"avg.sv.height",17,"wet","IB005toIB008",4243112
15740,3,6977061,6996297,"avg.sv.height_wet_17_fisherPclump",9.81635783343873e-08,7.00804961875544,"avg.sv.height",17,"wet","IB005toIB008",6986679
15741,3,31667356,32076989,"avg.sv.height_wet_17_fisherPclump",4.9817734770702e-08,7.30261602386797,"avg.sv.height",17,"wet","IB005toIB008",31872172
15744,3,11787864,12159745,"avg.sv.height_wet_17_fisherPclump",2.17883643439317e-09,8.66177537108772,"avg.sv.height",17,"wet","IB005toIB008",11973804
15757,3,34808407,35202566,"avg.sv.height_wet_17_fisherPclump",8.00419751185162e-08,7.09668220323811,"avg.sv.height",17,"wet","IB005toIB008",35005486
15762,3,31871706,31871706,"avg.sv.height_wet_17_fisherPclump",6.28918391597611e-08,7.20140570491755,"avg.sv.height",17,"wet","IB005toIB008",31871706
28778,5,5897146,5928214,"avg.sv.height_wet_17_fisherPclump",8.34081507104409e-09,8.07879150768833,"avg.sv.height",17,"wet","IB005toIB008",5912680
28791,5,5818671,5818671,"avg.sv.height_wet_17_fisherPclump",3.48794607091326e-08,7.45743023855766,"avg.sv.height",17,"wet","IB005toIB008",5818671
36282,6,7741182,7805516,"avg.sv.height_wet_17_fisherPclump",2.0245145099931e-09,8.69367910623202,"avg.sv.height",17,"wet","IB005toIB008",7773349
36285,6,6620869,6665010,"avg.sv.height_wet_17_fisherPclump",1.73290206421479e-08,7.76122598095196,"avg.sv.height",17,"wet","IB005toIB008",6642940
42945,7,20957794,21124164,"avg.sv.height_wet_17_fisherPclump",4.50548596738784e-08,7.34625835860894,"avg.sv.height",17,"wet","IB005toIB008",21040979
7227,2,178348,400138,"avg.sv.height_dry_18_fisherPclump",2.32875846950247e-11,10.6328755525996,"avg.sv.height",18,"dry","IB005toIB008",289243
7230,2,405722,405722,"avg.sv.height_dry_18_fisherPclump",3.34930381495132e-09,8.4750454558724,"avg.sv.height",18,"dry","IB005toIB008",405722
7236,2,396394,514157,"avg.sv.height_dry_18_fisherPclump",7.4595941997873e-08,7.1272847974049,"avg.sv.height",18,"dry","IB005toIB008",455276
7240,2,4254050,4357786,"avg.sv.height_dry_18_fisherPclump",1.92432008833007e-08,7.71572268643892,"avg.sv.height",18,"dry","IB005toIB008",4305918
15741,3,31667356,32076989,"avg.sv.height_dry_18_fisherPclump",6.64307844240786e-08,7.17763061931763,"avg.sv.height",18,"dry","IB005toIB008",31872172
1,1,11078173,11078575,"avg.sv.height_wet_18_fisherPclump",8.46722191069421e-08,7.07225905800004,"avg.sv.height",18,"wet","IB005toIB008",11078374
7227,2,178348,400138,"avg.sv.height_wet_18_fisherPclump",2.78788151399661e-18,17.5547256878592,"avg.sv.height",18,"wet","IB005toIB008",289243
7228,2,777852,777852,"avg.sv.height_wet_18_fisherPclump",1.11617253637482e-13,12.9522686675814,"avg.sv.height",18,"wet","IB005toIB008",777852
7229,2,779121,779121,"avg.sv.height_wet_18_fisherPclump",2.36191653729645e-13,12.6267354530527,"avg.sv.height",18,"wet","IB005toIB008",779121
7230,2,405722,405722,"avg.sv.height_wet_18_fisherPclump",1.3013860779213e-12,11.8855938436098,"avg.sv.height",18,"wet","IB005toIB008",405722
7231,2,781006,781052,"avg.sv.height_wet_18_fisherPclump",1.94439934494877e-11,10.7112145339075,"avg.sv.height",18,"wet","IB005toIB008",781029
7232,2,143140,428447,"avg.sv.height_wet_18_fisherPclump",1.79020306678032e-09,8.74709770322116,"avg.sv.height",18,"wet","IB005toIB008",285794
7233,2,558691,560740,"avg.sv.height_wet_18_fisherPclump",1.45918811835057e-09,8.83588871530663,"avg.sv.height",18,"wet","IB005toIB008",559716
7234,2,3353375,3353375,"avg.sv.height_wet_18_fisherPclump",3.31888218224093e-08,7.47900816443708,"avg.sv.height",18,"wet","IB005toIB008",3353375
7235,2,518866,519267,"avg.sv.height_wet_18_fisherPclump",5.24542154812992e-08,7.28021960400616,"avg.sv.height",18,"wet","IB005toIB008",519066
7236,2,396394,514157,"avg.sv.height_wet_18_fisherPclump",7.16648297647102e-08,7.14469392643114,"avg.sv.height",18,"wet","IB005toIB008",455276
7237,2,3342689,3491385,"avg.sv.height_wet_18_fisherPclump",3.79617839300812e-08,7.42065338705649,"avg.sv.height",18,"wet","IB005toIB008",3417037
7238,2,846661,847518,"avg.sv.height_wet_18_fisherPclump",9.44903181139204e-08,7.02461268889933,"avg.sv.height",18,"wet","IB005toIB008",847090
7239,2,4239020,4302226,"avg.sv.height_wet_18_fisherPclump",6.51968555721674e-08,7.18577334967586,"avg.sv.height",18,"wet","IB005toIB008",4270623
7240,2,4254050,4357786,"avg.sv.height_wet_18_fisherPclump",5.93697499648739e-08,7.22643478009709,"avg.sv.height",18,"wet","IB005toIB008",4305918
7242,2,3035081,3332192,"avg.sv.height_wet_18_fisherPclump",3.45681640582343e-08,7.46132368555887,"avg.sv.height",18,"wet","IB005toIB008",3183636
15741,3,31667356,32076989,"avg.sv.height_wet_18_fisherPclump",6.91424265454092e-08,7.16025538301188,"avg.sv.height",18,"wet","IB005toIB008",31872172
23321,4,3817036,3829503,"avg.sv.height_wet_18_fisherPclump",4.32513131670407e-08,7.36400070224444,"avg.sv.height",18,"wet","IB005toIB008",3823270
28778,5,5897146,5928214,"avg.sv.height_wet_18_fisherPclump",4.23675924420216e-09,8.37296621428205,"avg.sv.height",18,"wet","IB005toIB008",5912680
28780,5,42981386,43394588,"avg.sv.height_wet_18_fisherPclump",4.30840176262367e-08,7.36568380510598,"avg.sv.height",18,"wet","IB005toIB008",43187987
36282,6,7741182,7805516,"avg.sv.height_wet_18_fisherPclump",1.0143034865962e-09,8.99383208165556,"avg.sv.height",18,"wet","IB005toIB008",7773349
36283,6,36178934,36178937,"avg.sv.height_wet_18_fisherPclump",6.94230094985396e-08,7.15849656352143,"avg.sv.height",18,"wet","IB005toIB008",36178936
36284,6,7727370,7820525,"avg.sv.height_wet_18_fisherPclump",9.92946884188778e-08,7.00307398264328,"avg.sv.height",18,"wet","IB005toIB008",7773948
36285,6,6620869,6665010,"avg.sv.height_wet_18_fisherPclump",3.56080576153897e-08,7.44845171601756,"avg.sv.height",18,"wet","IB005toIB008",6642940
42921,7,15664795,15664795,"avg.sv.height_wet_18_fisherPclump",2.11623145605521e-08,7.6744368344675,"avg.sv.height",18,"wet","IB005toIB008",15664795
42922,7,22801533,22933927,"avg.sv.height_wet_18_fisherPclump",2.56364950467941e-08,7.59114135067764,"avg.sv.height",18,"wet","IB005toIB008",22867730
42923,7,15858050,15860537,"avg.sv.height_wet_18_fisherPclump",6.52755507214407e-08,7.18524945540278,"avg.sv.height",18,"wet","IB005toIB008",15859294
58608,9,53627713,53641195,"avg.sv.height_wet_18_fisherPclump",4.94275637016381e-09,8.30603079550748,"avg.sv.height",18,"wet","IB005toIB008",53634454
7227,2,178348,400138,"avg.sv.height_dry_19_fisherPclump",3.8466571806072e-10,9.41491651689172,"avg.sv.height",19,"dry","IB005toIB008",289243
7230,2,405722,405722,"avg.sv.height_dry_19_fisherPclump",9.60940730953624e-09,8.01730339798554,"avg.sv.height",19,"dry","IB005toIB008",405722
7232,2,143140,428447,"avg.sv.height_dry_19_fisherPclump",5.72461950898791e-08,7.24225337372841,"avg.sv.height",19,"dry","IB005toIB008",285794
7236,2,396394,514157,"avg.sv.height_dry_19_fisherPclump",9.82536825449557e-09,8.00765116330386,"avg.sv.height",19,"dry","IB005toIB008",455276
7256,2,263082,300211,"avg.sv.height_dry_19_fisherPclump",1.09800536094035e-08,7.95939553946596,"avg.sv.height",19,"dry","IB005toIB008",281646
7270,2,422451,422451,"avg.sv.height_dry_19_fisherPclump",8.92262309227277e-08,7.04950745201046,"avg.sv.height",19,"dry","IB005toIB008",422451
7280,2,319333,413724,"avg.sv.height_dry_19_fisherPclump",4.58661470470997e-08,7.3385077409333,"avg.sv.height",19,"dry","IB005toIB008",366528
36282,6,7741182,7805516,"avg.sv.height_dry_19_fisherPclump",2.20797476482054e-09,8.6560058945125,"avg.sv.height",19,"dry","IB005toIB008",7773349
36284,6,7727370,7820525,"avg.sv.height_dry_19_fisherPclump",1.74105792953052e-08,7.75918677853408,"avg.sv.height",19,"dry","IB005toIB008",7773948
1,1,11078173,11078575,"avg.sv.height_wet_19_fisherPclump",1.23151362159813e-08,7.90956078012842,"avg.sv.height",19,"wet","IB005toIB008",11078374
2,1,36857159,36882473,"avg.sv.height_wet_19_fisherPclump",1.8280259615182e-09,8.73801764073346,"avg.sv.height",19,"wet","IB005toIB008",36869816
3,1,22908538,22909470,"avg.sv.height_wet_19_fisherPclump",1.01852020242636e-08,7.99203035231401,"avg.sv.height",19,"wet","IB005toIB008",22909004
7,1,9968163,10103706,"avg.sv.height_wet_19_fisherPclump",2.87835532617395e-08,7.54085559446083,"avg.sv.height",19,"wet","IB005toIB008",10035934
18,1,36944327,36944586,"avg.sv.height_wet_19_fisherPclump",5.21289112405886e-08,7.28292134561091,"avg.sv.height",19,"wet","IB005toIB008",36944456
19,1,36529130,36624287,"avg.sv.height_wet_19_fisherPclump",5.002577943296e-08,7.30080613605914,"avg.sv.height",19,"wet","IB005toIB008",36576708
39,1,14188681,14374252,"avg.sv.height_wet_19_fisherPclump",5.7783071930921e-08,7.23819937340937,"avg.sv.height",19,"wet","IB005toIB008",14281466
